question,answer,category,keywords,original_title,original_publish_date,source_department,original_url,post_id,confidence_score,created_at
如何报名参加2026年中国国际大学生创新大赛校赛？,5月19日至6月7日登录http://scut.cxcyedu.com报名并提交PPT，后续需在教育部系统开放后重新在官网报名。,校园活动,中国国际大学生创新大赛 校赛报名 赛道设置 参赛要求 赛程安排,关于中国国际大学生创新大赛（2026）校赛报名及选拔的通知,2026.05.19,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e3f6b2229008a,eec18a7b9dfc61df019e3f6b2229008a,0.8,2026-06-06 16:44:09
校赛有哪些赛道？,高教主赛道（含国际参赛项目）、“青年红色筑梦之旅”赛道和产业赛道。,校园活动,中国国际大学生创新大赛 校赛报名 赛道设置 参赛要求 赛程安排,关于中国国际大学生创新大赛（2026）校赛报名及选拔的通知,2026.05.19,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e3f6b2229008a,eec18a7b9dfc61df019e3f6b2229008a,0.8,2026-06-06 16:44:09
参赛团队人数和成员有什么要求？,每个团队3-15人，项目负责人不超过35岁，须为在校生或毕业5年内毕业生，成员须为项目实际核心成员。,校园活动,中国国际大学生创新大赛 校赛报名 赛道设置 参赛要求 赛程安排,关于中国国际大学生创新大赛（2026）校赛报名及选拔的通知,2026.05.19,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e3f6b2229008a,eec18a7b9dfc61df019e3f6b2229008a,0.8,2026-06-06 16:44:09
未来教师工作坊培训内容有哪些？,介绍百步梯学堂平台课程建设、模块功能、AI辅助批改、AI生图、AI出题、OCR、文档/视频AI功能、RAG知识库构建等。,教务教学,未来教师工作坊 智慧教学工具 AI辅助教学 百步梯学堂,关于开展未来教师工作坊（第九期）——百步梯学堂“课程中心”平台智慧教学工具应用培训的通知,2026.05.22,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4d9746cc0096,eec18a7b9dfc61df019e4d9746cc0096,0.8,2026-06-06 16:44:13
培训时间和地点是什么？,2026年5月26日14:30-17:30，五山校区9号楼225。,教务教学,未来教师工作坊 智慧教学工具 AI辅助教学 百步梯学堂,关于开展未来教师工作坊（第九期）——百步梯学堂“课程中心”平台智慧教学工具应用培训的通知,2026.05.22,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4d9746cc0096,eec18a7b9dfc61df019e4d9746cc0096,0.8,2026-06-06 16:44:13
名企实习计划2.0示范项目有哪些实施要求？,各立项项目应按计划推进实施，结合实习岗位特点有机融入劳动素养培育，引导学生树立正确劳动观念，并将劳动表现纳入实习综合评价。,教务教学,名企实习计划2.0 示范项目 立项 劳动素养培育 实践育人,关于公布“名企实习计划2.0”示范项目立项的通知,2026.05.22,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4e71559f0097,eec18a7b9dfc61df019e4e71559f0097,0.8,2026-06-06 16:44:20
未来创新实验室2025年考核的对象是哪些？,在建设期的未来创新实验室。,教务教学,未来创新实验室 考核 年度报告 评审 黄色预警,关于开展未来创新实验室2025年考核工作的通知,2026.05.22,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4e770d770098,eec18a7b9dfc61df019e4e770d770098,0.8,2026-06-06 16:44:24
考核需要提交哪些材料？,年度报告和证明材料（如实验室使用记录、代表性成果、设备清单、典型图片等），一式四份纸质版及电子版。,教务教学,未来创新实验室 考核 年度报告 评审 黄色预警,关于开展未来创新实验室2025年考核工作的通知,2026.05.22,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4e770d770098,eec18a7b9dfc61df019e4e770d770098,0.8,2026-06-06 16:44:24
考核结果有什么影响？,通过或黄色预警。黄色预警不再拨付2026年运行经费，连续两年取消头衔。,教务教学,未来创新实验室 考核 年度报告 评审 黄色预警,关于开展未来创新实验室2025年考核工作的通知,2026.05.22,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4e770d770098,eec18a7b9dfc61df019e4e770d770098,0.8,2026-06-06 16:44:24
申请前往境内高校交流学习需要什么条件？,思想品德优良，无违纪记录；学习成绩优良，必修课无不及格；身心健康；承诺如期返校并承担相关费用；特殊类学生除外。,教务教学,选派本科生 境内高校交流 申请条件 费用缴纳 申请流程,关于选派本科生2026-2027学年第一学期赴境内高校交流学习的通知,2026.05.22,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4ec7dcbc0099,eec18a7b9dfc61df019e4ec7dcbc0099,0.8,2026-06-06 16:44:28
交流学习的费用如何缴纳？,赴同济大学交流的学生，学费交至对方学校；赴其他高校交流的学生，学费在原学校缴纳。住宿费按交流学校标准缴纳，奖助贷学金由原学校发放，其他费用自理。,教务教学,选派本科生 境内高校交流 申请条件 费用缴纳 申请流程,关于选派本科生2026-2027学年第一学期赴境内高校交流学习的通知,2026.05.22,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4ec7dcbc0099,eec18a7b9dfc61df019e4ec7dcbc0099,0.8,2026-06-06 16:44:28
如何申请交流学习？,6月2日前登录学校网上办事大厅，选择本科生院“本科生派出项目申请服务”提交申请；6月3日前院系审核，6月前本科生院公布名单。,教务教学,选派本科生 境内高校交流 申请条件 费用缴纳 申请流程,关于选派本科生2026-2027学年第一学期赴境内高校交流学习的通知,2026.05.22,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e4ec7dcbc0099,eec18a7b9dfc61df019e4ec7dcbc0099,0.8,2026-06-06 16:44:28
2026年通识教育课程立项名单公布了吗？,已公布，请相关课程负责人按申请书合理安排工作进程，做好课程建设。,教务教学,通识教育 课程立项 2026 本科生院 通知,关于公布2026年通识教育课程立项名单的通知,2026.05.25,信息,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e5ca8f170009c,eec18a7b9dfc61df019e5ca8f170009c,0.8,2026-06-06 16:44:34
我是课程负责人，接下来该怎么做？,按照申请书合理安排工作进程，做好课程建设，确保课程取得预期成效。,教务教学,通识教育 课程立项 2026 本科生院 通知,关于公布2026年通识教育课程立项名单的通知,2026.05.25,信息,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e5ca8f170009c,eec18a7b9dfc61df019e5ca8f170009c,0.8,2026-06-06 16:44:34
未来教师工作坊（第十期）的时间地点是什么？,2026年6月4日14:30-16:30，在一号楼智慧课室1304。,教务教学,未来教师工作坊 AI辅助 智慧课程 培训 报名,关于开展未来教师工作坊（第十期）——AI辅助智慧课程建设培训的通知,2026.05.25,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e5d304608009d,eec18a7b9dfc61df019e5d304608009d,0.8,2026-06-06 16:44:38
培训内容包括哪些？,包括课前备课（智能备课、AI出题）、课中授课（讲伴互动、课堂自动生成）、课后作业（智能批阅、24H智能学伴）等。,教务教学,未来教师工作坊 AI辅助 智慧课程 培训 报名,关于开展未来教师工作坊（第十期）——AI辅助智慧课程建设培训的通知,2026.05.25,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e5d304608009d,eec18a7b9dfc61df019e5d304608009d,0.8,2026-06-06 16:44:38
如何报名参加？,通过报名链接https://v.wjx.cn/vm/wnJhkjO.aspx#，名额30人，先报先得。需自带电脑并安装雨课堂插件。,教务教学,未来教师工作坊 AI辅助 智慧课程 培训 报名,关于开展未来教师工作坊（第十期）——AI辅助智慧课程建设培训的通知,2026.05.25,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e5d304608009d,eec18a7b9dfc61df019e5d304608009d,0.8,2026-06-06 16:44:38
培训时间是什么时候？,A班：2026年7月20日-8月12日每周一、三晚19:00-22:00；B班：7月21日-8月13日每周二、四晚19:00-22:00，另有2场讲座穿插。,教务教学,全英授课 教师培训 EMI培训 报名 英语测试,关于开展2026年全英授课教师教学能力培训的通知,2026.05.28,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c0ead3400ac,eec18a7b9dfc61df019e6c0ead3400ac,0.8,2026-06-06 16:44:43
哪些教师可以参加培训？,校内已通过全英课立项或即将申报全英课的专任教师，重点为国际校区全英授课教师，且未通过往期EMI培训的老师。英语需托福79、雅思6.0、四级500或六级470。,教务教学,全英授课 教师培训 EMI培训 报名 英语测试,关于开展2026年全英授课教师教学能力培训的通知,2026.05.28,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c0ead3400ac,eec18a7b9dfc61df019e6c0ead3400ac,0.8,2026-06-06 16:44:43
如何报名？,6月8日前登录https://v.wjx.cn/vm/wFJEwDZ.aspx报名，需参加Pearson英语在线测试，由承训方根据测试成绩录取。,教务教学,全英授课 教师培训 EMI培训 报名 英语测试,关于开展2026年全英授课教师教学能力培训的通知,2026.05.28,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c0ead3400ac,eec18a7b9dfc61df019e6c0ead3400ac,0.8,2026-06-06 16:44:43
申请这个Mitacs奖学金需要满足什么条件？,需为中国公民、年龄满18周岁、四年制本科三年级或五年制本科四年级在读，成绩平均分不低于85分，无不及格科目，符合外语条件等。,综合咨询,Mitacs 本科生实习 奖学金 加拿大 国家留学基金委,2027年加拿大Mitacs本科生实习合作奖学金遴选通知,2026.05.28,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c8455e000ad,eec18a7b9dfc61df019e6c8455e000ad,0.8,2026-06-06 16:44:47
资助内容包括哪些？,国家留学基金委提供2个月生活费（1800加元/月）、一次国际旅费和签证费；Mitacs提供1个月生活费（2200加元/月）和加方管理费、医疗保险。,综合咨询,Mitacs 本科生实习 奖学金 加拿大 国家留学基金委,2027年加拿大Mitacs本科生实习合作奖学金遴选通知,2026.05.28,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c8455e000ad,eec18a7b9dfc61df019e6c8455e000ad,0.8,2026-06-06 16:44:47
申请的时间节点是怎样的？,2026年8月5日至9月17日登录Mitacs系统申请；12月17日前Mitacs匹配；12月30日前登录国家公派平台报名；2027年1月8日学校审核，2月底录取，暑期派出。,综合咨询,Mitacs 本科生实习 奖学金 加拿大 国家留学基金委,2027年加拿大Mitacs本科生实习合作奖学金遴选通知,2026.05.28,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c8455e000ad,eec18a7b9dfc61df019e6c8455e000ad,0.8,2026-06-06 16:44:47
数字教材建设工作坊什么时候举行？,2026年5月28日（星期四）14:40-17:00，在五山校区逸夫科学馆404会议室。,教务教学,数字教材 建设工作坊 培训 报名 学分,关于开展数字教材建设工作坊的通知,2026.05.28,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c85e50d00ae,eec18a7b9dfc61df019e6c85e50d00ae,0.8,2026-06-06 16:44:52
参加这个工作坊能获得什么学分？,可计入新教师研习营主题研讨学分或教师三年轮训计划学时。,教务教学,数字教材 建设工作坊 培训 报名 学分,关于开展数字教材建设工作坊的通知,2026.05.28,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e6c85e50d00ae,eec18a7b9dfc61df019e6c85e50d00ae,0.8,2026-06-06 16:44:52
